         mode 1          mode 2
   1.478640e+00    2.794689e+00
   1.448937e+00    2.764285e+00
   1.421074e+00    2.735736e+00
   1.395068e+00    2.709063e+00
   1.370933e+00    2.684288e+00
   1.348683e+00    2.661429e+00
   1.328331e+00    2.640503e+00
   1.309886e+00    2.621524e+00
   1.293360e+00    2.604508e+00
   1.278759e+00    2.589466e+00
   1.266091e+00    2.576410e+00
   1.255362e+00    2.565348e+00
   1.246577e+00    2.556290e+00
   1.239738e+00    2.549242e+00
   1.234850e+00    2.544210e+00
   1.231913e+00    2.541196e+00
   1.230929e+00    2.540205e+00
   1.230929e+00    2.540205e+00
   1.231913e+00    2.541196e+00
